,city,latitude,longitude,date,humidity,feelslike,feelslikemin,feelslikemax,temp,tempmin,tempmax
265,Los Angeles,34.0536,-118.245,2023-07-21,68.6,73.7,66.7,83.0,73.6,66.7,81.9
266,Los Angeles,34.0536,-118.245,2023-07-22,71.5,72.9,64.9,82.7,72.7,64.9,81.5
267,Los Angeles,34.0536,-118.245,2023-07-23,73.2,73.2,67.3,87.6,73.0,67.3,86.7
268,Los Angeles,34.0536,-118.245,2023-07-24,69.8,75.8,69.2,85.2,75.3,69.2,83.2
269,Los Angeles,34.0536,-118.245,2023-07-25,66.1,77.3,68.4,89.2,76.9,68.4,88.4
270,Los Angeles,34.0536,-118.245,2023-07-26,59.2,79.2,70.2,91.0,79.1,70.2,90.1
271,Los Angeles,34.0536,-118.245,2023-07-27,60.1,78.7,70.3,90.5,78.3,70.3,88.4
272,Los Angeles,34.0536,-118.245,2023-07-28,70.7,76.5,70.2,86.5,75.8,70.2,84.1
273,Los Angeles,34.0536,-118.245,2023-07-29,68.7,77.4,70.3,90.2,76.6,70.3,88.1
274,Los Angeles,34.0536,-118.245,2023-07-30,69.7,77.3,70.3,89.3,76.7,70.3,86.1
275,Los Angeles,34.0536,-118.245,2023-07-31,66.7,79.2,72.0,90.1,78.7,72.0,89.1
276,Atlanta,33.7483,-84.3911,2023-05-01,44.7,58.0,45.8,67.3,58.4,48.7,67.3
277,Atlanta,33.7483,-84.3911,2023-05-02,39.9,59.8,45.2,71.6,60.2,47.7,71.6
278,Atlanta,33.7483,-84.3911,2023-05-03,39.0,59.3,44.4,70.7,59.7,47.0,70.7
279,Atlanta,33.7483,-84.3911,2023-05-04,52.2,60.2,45.3,73.5,60.2,45.3,73.5
280,Atlanta,33.7483,-84.3911,2023-05-05,72.5,59.3,53.8,64.1,59.3,53.8,64.1
281,Atlanta,33.7483,-84.3911,2023-05-06,73.3,65.7,58.3,74.3,65.7,58.3,74.3
282,Atlanta,33.7483,-84.3911,2023-05-07,74.2,70.5,57.9,83.0,70.2,57.9,81.6
283,Atlanta,33.7483,-84.3911,2023-05-08,75.7,73.3,65.5,83.6,73.0,65.5,82.1
284,Atlanta,33.7483,-84.3911,2023-05-09,78.9,75.0,67.3,86.3,74.5,67.3,83.0
285,Atlanta,33.7483,-84.3911,2023-05-10,66.4,74.1,65.2,82.8,74.1,65.2,82.9
286,Atlanta,33.7483,-84.3911,2023-05-11,68.5,73.2,67.5,79.7,73.2,67.5,79.7
287,Atlanta,33.7483,-84.3911,2023-05-12,83.0,70.1,66.4,75.4,70.1,66.4,75.4
288,Atlanta,33.7483,-84.3911,2023-05-13,77.7,74.0,65.0,87.0,73.6,65.0,85.7
289,Atlanta,33.7483,-84.3911,2023-05-14,68.2,78.7,66.7,90.6,77.9,66.7,88.5
290,Atlanta,33.7483,-84.3911,2023-05-15,74.4,76.4,68.8,85.5,75.8,68.8,83.7
291,Atlanta,33.7483,-84.3911,2023-05-16,82.2,74.5,67.5,89.2,73.8,67.5,86.7
292,Atlanta,33.7483,-84.3911,2023-05-17,83.7,70.9,65.9,78.0,70.9,65.9,78.0
293,Atlanta,33.7483,-84.3911,2023-05-18,86.7,67.4,64.6,70.4,67.4,64.6,70.4
294,Atlanta,33.7483,-84.3911,2023-05-19,75.3,66.7,61.7,73.2,66.7,61.7,73.2
295,Atlanta,33.7483,-84.3911,2023-05-20,80.9,69.9,64.8,76.1,69.9,64.8,76.1
296,Atlanta,33.7483,-84.3911,2023-05-21,79.1,71.8,64.2,81.8,71.8,64.2,80.1
297,Atlanta,33.7483,-84.3911,2023-05-22,81.3,67.6,63.4,71.2,67.6,63.4,71.2
298,Atlanta,33.7483,-84.3911,2023-05-23,72.3,66.4,63.2,72.0,66.4,63.2,72.0
299,Atlanta,33.7483,-84.3911,2023-05-24,53.2,70.5,64.3,78.9,70.5,64.3,78.9
300,Atlanta,33.7483,-84.3911,2023-05-25,52.2,70.1,57.6,79.8,70.1,57.6,80.8
301,Atlanta,33.7483,-84.3911,2023-05-26,54.5,69.9,61.9,77.2,69.9,61.9,77.2
302,Atlanta,33.7483,-84.3911,2023-05-27,45.3,66.5,60.3,75.9,66.5,60.3,75.9
303,Atlanta,33.7483,-84.3911,2023-05-28,60.0,67.1,56.5,77.9,67.1,56.5,77.9
304,Atlanta,33.7483,-84.3911,2023-05-29,64.7,66.9,60.7,74.6,66.9,60.7,74.6
305,Atlanta,33.7483,-84.3911,2023-05-30,68.0,70.3,58.4,81.0,70.3,58.4,80.6
306,Atlanta,33.7483,-84.3911,2023-05-31,72.9,71.2,66.6,77.3,71.2,66.6,77.3
307,Atlanta,33.7483,-84.3911,2023-06-01,69.8,72.7,63.4,83.0,72.5,63.4,82.8
308,Atlanta,33.7483,-84.3911,2023-06-02,60.6,75.3,64.9,85.0,75.4,64.9,86.0
309,Atlanta,33.7483,-84.3911,2023-06-03,51.9,75.4,63.6,85.0,76.2,63.6,87.9
310,Atlanta,33.7483,-84.3911,2023-06-04,71.4,71.6,66.8,82.8,71.5,66.8,81.2
311,Atlanta,33.7483,-84.3911,2023-06-05,78.2,71.6,62.1,84.5,71.3,62.1,82.8
312,Atlanta,33.7483,-84.3911,2023-06-06,68.5,76.6,66.5,89.5,76.2,66.5,88.5
313,Atlanta,33.7483,-84.3911,2023-06-07,61.8,77.3,65.9,86.8,77.3,65.9,87.3
314,Atlanta,33.7483,-84.3911,2023-06-08,54.7,74.9,67.5,81.9,75.1,67.5,83.2
315,Atlanta,33.7483,-84.3911,2023-06-09,44.6,72.0,62.1,80.7,72.4,62.1,82.5
316,Atlanta,33.7483,-84.3911,2023-06-10,52.2,72.4,58.2,82.8,72.9,58.2,84.7
317,Atlanta,33.7483,-84.3911,2023-06-11,70.8,74.3,67.4,88.2,73.8,67.4,84.8
318,Atlanta,33.7483,-84.3911,2023-06-12,77.7,72.4,65.9,79.5,72.4,65.9,79.5
319,Atlanta,33.7483,-84.3911,2023-06-13,66.2,70.2,62.0,77.9,70.2,62.0,77.9
320,Atlanta,33.7483,-84.3911,2023-06-14,88.4,70.2,67.1,74.4,70.2,67.1,74.4
321,Atlanta,33.7483,-84.3911,2023-06-15,79.7,73.5,67.5,83.0,73.2,67.5,80.6
322,Atlanta,33.7483,-84.3911,2023-06-16,69.3,78.4,70.5,87.5,78.0,70.5,87.3
323,Atlanta,33.7483,-84.3911,2023-06-17,61.9,79.0,67.1,89.2,78.7,67.1,89.1
324,Atlanta,33.7483,-84.3911,2023-06-18,67.1,77.0,66.0,87.0,76.3,66.0,84.7
325,Atlanta,33.7483,-84.3911,2023-06-19,85.3,74.0,67.5,78.7,74.0,67.5,78.7
326,Atlanta,33.7483,-84.3911,2023-06-20,82.6,74.0,70.3,83.1,73.8,70.3,81.1
327,Atlanta,33.7483,-84.3911,2023-06-21,89.4,69.9,66.4,72.9,69.9,66.4,72.9
328,Atlanta,33.7483,-84.3911,2023-06-22,85.4,70.1,64.9,78.5,70.1,64.9,78.5
329,Atlanta,33.7483,-84.3911,2023-06-23,77.4,74.3,67.4,83.1,73.9,67.4,80.9
330,Atlanta,33.7483,-84.3911,2023-06-24,66.4,76.7,64.9,87.2,76.5,64.9,87.3
331,Atlanta,33.7483,-84.3911,2023-06-25,70.1,77.9,68.6,91.9,77.2,68.6,90.4
332,Atlanta,33.7483,-84.3911,2023-06-26,76.1,79.6,66.8,95.5,77.3,66.8,89.4
333,Atlanta,33.7483,-84.3911,2023-06-27,59.6,80.0,70.6,88.2,79.9,70.6,88.3
334,Atlanta,33.7483,-84.3911,2023-06-28,61.3,79.4,67.2,89.7,78.8,67.2,88.9
335,Atlanta,33.7483,-84.3911,2023-06-29,64.6,81.6,68.9,93.7,80.1,68.9,90.9
336,Atlanta,33.7483,-84.3911,2023-06-30,78.3,77.5,70.4,92.5,76.5,70.4,87.2
337,Atlanta,33.7483,-84.3911,2023-07-01,72.7,82.9,71.7,101.6,80.4,71.7,94.1
338,Atlanta,33.7483,-84.3911,2023-07-02,73.1,82.1,71.1,101.4,79.5,71.1,91.7
339,Atlanta,33.7483,-84.3911,2023-07-03,79.7,80.5,71.0,95.8,77.9,71.0,88.3
340,Atlanta,33.7483,-84.3911,2023-07-04,77.9,80.7,72.1,96.0,78.7,72.1,89.7
341,Atlanta,33.7483,-84.3911,2023-07-05,77.7,80.8,74.4,91.7,79.3,74.4,86.7
342,Atlanta,33.7483,-84.3911,2023-07-06,74.6,83.3,72.9,96.6,80.6,72.9,90.6
343,Atlanta,33.7483,-84.3911,2023-07-07,74.7,82.2,73.5,95.4,80.0,73.5,89.7
344,Atlanta,33.7483,-84.3911,2023-07-08,70.6,83.6,72.6,94.4,81.2,72.6,90.4
345,Atlanta,33.7483,-84.3911,2023-07-09,70.5,81.8,73.1,91.7,80.3,73.1,88.6
346,Atlanta,33.7483,-84.3911,2023-07-10,76.7,77.7,69.5,89.0,76.6,69.5,85.5
347,Atlanta,33.7483,-84.3911,2023-07-11,66.7,79.6,69.2,90.3,78.9,69.2,88.3
348,Atlanta,33.7483,-84.3911,2023-07-12,67.0,83.0,69.8,95.1,80.6,69.8,90.9
349,Atlanta,33.7483,-84.3911,2023-07-13,72.3,85.0,74.0,97.4,81.7,74.0,90.7
350,Atlanta,33.7483,-84.3911,2023-07-14,75.1,85.8,74.4,98.7,82.1,74.4,91.5
351,Atlanta,33.7483,-84.3911,2023-07-15,70.6,87.0,75.0,99.2,82.9,75.0,91.5
352,Atlanta,33.7483,-84.3911,2023-07-16,67.6,83.7,74.2,93.5,82.1,74.2,91.2
353,Atlanta,33.7483,-84.3911,2023-07-17,64.6,80.0,68.5,89.7,79.6,68.5,89.8
354,Atlanta,33.7483,-84.3911,2023-07-18,66.6,83.4,69.1,95.1,81.0,69.1,91.5
355,Atlanta,33.7483,-84.3911,2023-07-19,63.1,84.2,74.4,95.2,81.8,74.4,90.0
356,Atlanta,33.7483,-84.3911,2023-07-20,74.5,84.9,73.2,101.9,81.6,73.2,94.7
357,Atlanta,33.7483,-84.3911,2023-07-21,77.4,81.8,72.2,99.2,79.2,72.2,91.2
358,Atlanta,33.7483,-84.3911,2023-07-22,80.2,76.9,70.5,88.6,76.1,70.5,84.9
359,Atlanta,33.7483,-84.3911,2023-07-23,66.1,81.1,71.2,91.1,80.2,71.2,89.7
360,Atlanta,33.7483,-84.3911,2023-07-24,61.0,80.7,69.6,92.6,80.2,69.6,91.5
361,Atlanta,33.7483,-84.3911,2023-07-25,59.3,82.6,69.2,94.5,81.5,69.2,92.6
362,Atlanta,33.7483,-84.3911,2023-07-26,63.1,85.9,72.9,97.0,83.5,72.9,93.3
363,Atlanta,33.7483,-84.3911,2023-07-27,61.4,86.8,73.6,97.6,84.8,73.6,95.3
364,Atlanta,33.7483,-84.3911,2023-07-28,68.4,85.6,73.9,98.3,82.8,73.9,92.8
365,Atlanta,33.7483,-84.3911,2023-07-29,69.8,87.1,75.5,101.5,83.6,75.5,94.2
366,Atlanta,33.7483,-84.3911,2023-07-30,66.2,84.3,74.3,96.1,82.0,74.3,89.8
367,Atlanta,33.7483,-84.3911,2023-07-31,62.0,83.6,72.2,95.0,82.6,72.2,93.3
368,Miami,25.7748,-80.1977,2023-05-01,60.7,76.6,69.4,84.8,76.6,69.4,84.7
369,Miami,25.7748,-80.1977,2023-05-02,62.5,78.9,70.0,89.0,78.6,70.0,88.8
370,Miami,25.7748,-80.1977,2023-05-03,63.1,79.7,71.3,90.1,79.1,71.3,89.0
371,Miami,25.7748,-80.1977,2023-05-04,53.4,77.1,68.7,85.3,77.5,68.7,87.0
372,Miami,25.7748,-80.1977,2023-05-05,60.3,79.7,70.6,88.4,79.2,70.6,87.2
373,Miami,25.7748,-80.1977,2023-05-06,65.0,81.3,74.1,89.5,80.0,74.1,86.2
374,Miami,25.7748,-80.1977,2023-05-07,69.7,79.0,75.2,86.1,78.4,75.2,83.0
375,Miami,25.7748,-80.1977,2023-05-08,61.8,78.8,71.8,85.1,78.1,71.8,83.5
376,Miami,25.7748,-80.1977,2023-05-09,66.0,81.3,71.9,88.8,80.0,71.9,86.1
377,Miami,25.7748,-80.1977,2023-05-10,63.0,82.9,74.5,91.0,81.8,74.5,90.1
378,Miami,25.7748,-80.1977,2023-05-11,63.8,82.9,75.4,89.5,81.3,75.4,86.6
379,Miami,25.7748,-80.1977,2023-05-12,63.9,84.0,78.4,89.8,81.9,78.4,86.4
380,Miami,25.7748,-80.1977,2023-05-13,61.4,81.8,77.4,87.4,81.1,77.4,86.3
381,Miami,25.7748,-80.1977,2023-05-14,65.5,82.3,76.6,91.3,80.7,76.6,86.2
382,Miami,25.7748,-80.1977,2023-05-15,72.3,82.9,75.6,93.5,80.7,75.6,88.4
383,Miami,25.7748,-80.1977,2023-05-16,65.0,82.7,74.6,91.5,81.0,74.6,89.2
384,Miami,25.7748,-80.1977,2023-05-17,71.8,83.3,76.3,92.1,81.1,76.3,89.0
385,Miami,25.7748,-80.1977,2023-05-18,70.8,82.7,72.4,92.3,80.3,72.4,87.8
386,Miami,25.7748,-80.1977,2023-05-19,75.9,84.8,77.6,91.5,81.3,77.6,86.2
387,Miami,25.7748,-80.1977,2023-05-20,73.0,86.1,77.3,96.3,82.1,77.3,88.1
388,Miami,25.7748,-80.1977,2023-05-21,72.2,85.4,77.3,93.2,81.7,77.3,86.7
389,Miami,25.7748,-80.1977,2023-05-22,72.5,85.5,77.2,94.8,82.0,77.2,87.8
390,Miami,25.7748,-80.1977,2023-05-23,78.0,84.0,75.2,92.0,80.5,75.2,85.2
391,Miami,25.7748,-80.1977,2023-05-24,80.1,79.2,72.6,93.8,77.6,72.6,86.2
392,Miami,25.7748,-80.1977,2023-05-25,79.5,77.9,72.6,89.4,76.9,72.6,85.1
393,Miami,25.7748,-80.1977,2023-05-26,80.7,77.8,74.1,87.2,77.1,74.1,82.2
394,Miami,25.7748,-80.1977,2023-05-27,75.5,81.7,72.0,89.6,79.0,72.0,85.2
395,Miami,25.7748,-80.1977,2023-05-28,65.0,85.3,74.5,94.7,83.0,74.5,90.5
396,Miami,25.7748,-80.1977,2023-05-29,67.3,83.3,73.2,92.0,81.0,73.2,89.3
397,Miami,25.7748,-80.1977,2023-05-30,73.5,83.4,73.2,94.6,81.0,73.2,88.3
398,Miami,25.7748,-80.1977,2023-05-31,79.7,82.6,75.9,94.6,80.0,75.9,86.6
399,Miami,25.7748,-80.1977,2023-06-01,79.1,81.4,73.9,95.7,79.5,73.9,89.0
400,Miami,25.7748,-80.1977,2023-06-02,76.1,82.1,73.7,91.8,79.7,73.7,85.6
401,Miami,25.7748,-80.1977,2023-06-03,80.8,81.6,73.4,92.3,79.5,73.4,86.2
402,Miami,25.7748,-80.1977,2023-06-04,76.3,83.6,74.4,96.0,80.6,74.4,89.2
403,Miami,25.7748,-80.1977,2023-06-05,76.0,83.6,73.1,94.6,80.6,73.1,89.5
404,Miami,25.7748,-80.1977,2023-06-06,78.7,80.3,72.0,89.4,78.8,72.0,83.7
405,Miami,25.7748,-80.1977,2023-06-07,77.5,82.9,74.9,94.4,80.7,74.9,87.5
406,Miami,25.7748,-80.1977,2023-06-08,79.8,82.6,76.0,97.2,80.4,76.0,88.7
407,Miami,25.7748,-80.1977,2023-06-09,71.6,86.2,76.5,97.1,82.5,76.5,89.9
408,Miami,25.7748,-80.1977,2023-06-10,71.8,87.1,77.2,97.2,82.9,77.2,89.9
409,Miami,25.7748,-80.1977,2023-06-11,75.0,88.9,77.8,99.3,83.1,77.8,89.1
410,Miami,25.7748,-80.1977,2023-06-12,79.2,86.9,77.6,98.7,82.1,77.6,88.0
411,Miami,25.7748,-80.1977,2023-06-13,75.1,90.1,77.6,104.7,83.9,77.6,91.4
412,Miami,25.7748,-80.1977,2023-06-14,74.1,92.5,77.6,104.4,85.0,77.6,91.4
413,Miami,25.7748,-80.1977,2023-06-15,71.1,95.3,85.7,102.5,86.3,80.2,91.9
414,Miami,25.7748,-80.1977,2023-06-16,67.2,95.8,88.6,102.5,87.3,81.4,94.3
415,Miami,25.7748,-80.1977,2023-06-17,71.5,91.1,77.2,101.6,84.4,77.2,91.6
416,Miami,25.7748,-80.1977,2023-06-18,76.3,86.8,77.2,102.4,82.2,77.2,90.1
417,Miami,25.7748,-80.1977,2023-06-19,80.0,84.1,74.6,103.3,80.3,74.6,91.4
418,Miami,25.7748,-80.1977,2023-06-20,76.9,86.2,73.1,101.7,81.7,73.1,90.7
419,Miami,25.7748,-80.1977,2023-06-21,74.4,87.4,73.0,99.8,82.2,73.0,90.6
420,Miami,25.7748,-80.1977,2023-06-22,78.3,90.5,77.9,101.3,83.1,77.9,87.5
421,Miami,25.7748,-80.1977,2023-06-23,78.1,96.4,86.8,107.1,85.4,80.3,91.1
422,Miami,25.7748,-80.1977,2023-06-24,80.7,92.6,75.8,107.8,83.6,75.8,91.9
423,Miami,25.7748,-80.1977,2023-06-25,87.9,81.6,76.3,101.6,79.5,76.3,89.6
424,Miami,25.7748,-80.1977,2023-06-26,82.6,87.3,76.3,98.9,81.8,76.3,88.1
425,Miami,25.7748,-80.1977,2023-06-27,78.0,90.0,77.7,103.1,83.8,77.7,94.0
426,Miami,25.7748,-80.1977,2023-06-28,72.2,93.4,78.1,103.7,85.5,78.1,94.3
427,Miami,25.7748,-80.1977,2023-06-29,72.8,91.5,85.8,105.3,84.2,80.6,93.4
428,Miami,25.7748,-80.1977,2023-06-30,75.7,89.3,78.8,99.0,83.2,78.8,88.5
429,Miami,25.7748,-80.1977,2023-07-01,78.6,89.6,78.9,99.1,83.1,78.9,88.9
430,Miami,25.7748,-80.1977,2023-07-02,82.3,87.6,77.9,104.3,82.5,77.9,90.7
431,Miami,25.7748,-80.1977,2023-07-03,80.4,91.4,78.7,105.5,84.0,78.7,91.7
432,Miami,25.7748,-80.1977,2023-07-04,76.1,94.8,79.8,104.1,85.2,79.8,90.6
433,Miami,25.7748,-80.1977,2023-07-05,74.6,95.6,79.8,105.5,85.9,79.8,91.5
434,Miami,25.7748,-80.1977,2023-07-06,73.5,95.2,86.1,105.9,85.7,81.0,94.2
435,Miami,25.7748,-80.1977,2023-07-07,72.4,92.3,79.6,106.3,85.0,79.6,94.0
436,Miami,25.7748,-80.1977,2023-07-08,74.1,92.3,76.7,104.7,85.0,76.7,95.4
437,Miami,25.7748,-80.1977,2023-07-09,73.9,90.7,76.4,109.4,84.6,76.4,93.1
438,Miami,25.7748,-80.1977,2023-07-10,71.6,94.4,78.9,107.6,86.3,78.9,93.8
439,Miami,25.7748,-80.1977,2023-07-11,69.2,95.0,78.1,106.2,86.7,78.1,94.3
440,Miami,25.7748,-80.1977,2023-07-12,68.9,98.0,88.9,104.7,87.9,81.2,94.1
441,Miami,25.7748,-80.1977,2023-07-13,70.6,98.2,88.4,106.5,87.2,82.9,92.7
442,Miami,25.7748,-80.1977,2023-07-14,72.1,92.7,79.5,104.3,84.9,79.5,92.8
443,Miami,25.7748,-80.1977,2023-07-15,74.3,90.3,79.0,103.4,84.0,79.0,90.9
444,Miami,25.7748,-80.1977,2023-07-16,78.2,89.0,75.3,108.1,83.3,75.3,94.3
445,Miami,25.7748,-80.1977,2023-07-17,81.6,86.6,77.7,103.9,81.7,77.7,90.4
446,Miami,25.7748,-80.1977,2023-07-18,76.8,92.8,79.5,102.6,84.3,79.5,90.0
447,Miami,25.7748,-80.1977,2023-07-19,72.9,94.8,88.2,102.2,85.6,81.5,91.4
448,Miami,25.7748,-80.1977,2023-07-20,70.3,98.0,91.9,105.4,87.3,83.6,92.8
449,Miami,25.7748,-80.1977,2023-07-21,70.7,95.5,86.7,106.0,86.1,82.3,93.2
450,Miami,25.7748,-80.1977,2023-07-22,66.9,96.9,86.4,109.5,87.7,80.5,95.9
451,Miami,25.7748,-80.1977,2023-07-23,63.3,98.6,90.4,106.5,89.4,81.7,96.8
452,Miami,25.7748,-80.1977,2023-07-24,63.0,97.0,89.5,106.4,88.3,82.6,95.4
453,Miami,25.7748,-80.1977,2023-07-25,64.0,96.4,89.2,102.4,87.9,83.4,93.2
454,Miami,25.7748,-80.1977,2023-07-26,76.3,90.3,76.9,100.1,83.2,76.9,87.8
455,Miami,25.7748,-80.1977,2023-07-27,80.2,85.0,77.0,97.3,81.0,77.0,87.2
456,Miami,25.7748,-80.1977,2023-07-28,81.0,90.0,76.6,98.5,82.5,76.6,87.3
457,Miami,25.7748,-80.1977,2023-07-29,72.9,95.5,87.0,103.2,86.1,80.5,91.9
458,Miami,25.7748,-80.1977,2023-07-30,71.6,96.3,89.2,105.1,86.6,81.8,92.9
459,Miami,25.7748,-80.1977,2023-07-31,70.7,96.2,87.0,106.6,86.6,81.1,93.7
460,Houston,29.7608,-95.3695,2023-05-01,60.3,73.4,63.8,83.1,73.5,63.8,84.0
461,Houston,29.7608,-95.3695,2023-05-02,77.3,73.2,67.7,82.0,73.2,67.7,80.7
462,Houston,29.7608,-95.3695,2023-05-03,65.7,74.3,67.7,82.2,74.5,67.7,83.2
463,Houston,29.7608,-95.3695,2023-05-04,82.0,74.7,67.8,84.6,74.3,67.8,81.6
464,Houston,29.7608,-95.3695,2023-05-05,80.1,83.4,74.7,96.3,80.4,74.7,89.9
465,Houston,29.7608,-95.3695,2023-05-06,78.9,81.3,69.7,96.4,78.7,69.7,88.0
466,Houston,29.7608,-95.3695,2023-05-07,90.3,75.9,73.7,77.2,75.9,73.7,77.2
467,Houston,29.7608,-95.3695,2023-05-08,82.3,78.2,70.9,88.7,77.1,70.9,84.2
468,Houston,29.7608,-95.3695,2023-05-09,86.8,73.6,67.2,78.3,73.6,67.2,78.3
